File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_40_72,"(40, 72)",3712,0.0737,0.0014,0.0347,0.2408,0.6267,0.0227
BJ_5_26,"(5, 26)",481,0.0918,0.0169,0.0892,0.0005,0.0041,0.7975
BJ_12_52,"(12, 52)",1144,0.0258,0.0003,0.0427,0.0721,0.8591
BJ_33_77,"(33, 77)",3080,0.1946,0.0267,0.1097,0.665,0.0039,0.0001
BJ_27_16,"(27, 16)",2473,0.9591,0.0048,0.0002,0.0179,0.0013,0.0167
BJ_33_63,"(33, 63)",3066,0.4555,0.0113,0.4358,0.0971,0.0003
BJ_29_13,"(29, 13)",2652,0.9669,0.0326,0.0005
BJ_12_85,"(12, 85)",1177,0.2263,0.0006,0.0911,0.3965,0.2642,0.0142,0.0064,0.0007
BJ_34_42,"(34, 42)",3136,0.6016,0.347,0.0129,0.0144,0.003,0.0211
BJ_20_37,"(20, 37)",1857,0.148,0.8518,0.0002
BJ_38_4,"(38, 4)",3462,0.9545,0.0455
BJ_20_23,"(20, 23)",1843,0.1469,0.0071,0.0338,0.8114,0.0008
BJ_34_56,"(34, 56)",3150,0.0864,0.0105,0.0446,0.8453,0.0132
BJ_11_17,"(11, 17)",1018,0.6615,0.0201,0.099,0.2194
BJ_6_63,"(6, 63)",609,0.0986,0.0004,0.0498,0.0842,0.7662,0.0008
BJ_43_37,"(43, 37)",3950,0.134,0.2671,0.1892,0.4001,0.0096
BJ_18_33,"(18, 33)",1671,0.3012,0.0036,0.0001,0.6943,0.0008
BJ_18_27,"(18, 27)",1665,0.196,0.0091,0.0002,0.7946,0.0001
BJ_43_23,"(43, 23)",3936,0.2808,0.0566,0.178,0.4603,0.0135,0.0108
BJ_6_77,"(6, 77)",623,0.1679,0.0002,0.1378,0.6701,0.024
BJ_24_90,"(24, 90)",2274,0.2292,0.0001,0.0008,0.0005,0.7694
BJ_8_72,"(8, 72)",800,0.2665,0.1595,0.3921,0.1658,0.0145,0.0016
BJ_34_9,"(34, 9)",3103,0.9008,0.0187,0.0321,0.0484
BJ_1_56,"(1, 56)",147,0.2303,0.0002,0.0185,0.1244,0.6198,0.0068
BJ_16_22,"(16, 22)",1478,0.1405,0.0259,0.0688,0.7636,0.0012
BJ_44_0,"(44, 0)",4004,0.5994,0.3881,0.0008,0.0117
BJ_44_16,"(44, 16)",4020,0.1477,0.1102,0.2674,0.4463,0.0284
BJ_1_42,"(1, 42)",133,0.0654,0.0001,0.0792,0.4683,0.3723,0.0147
BJ_16_36,"(16, 36)",1492,0.1994,0.7988,0.0018
BJ_8_66,"(8, 66)",794,0.2812,0.0836,0.267,0.3496,0.0186
BJ_27_3,"(27, 3)",2460,0.3754,0.1159,0.1579,0.3099,0.0108,0.0284,0.0017
BJ_24_84,"(24, 84)",2268,0.2024,0.1552,0.0805,0.5619
BJ_37_13,"(37, 13)",3380,0.5626,0.0021,0.1598,0.2752,0.0002,0.0001
BJ_23_66,"(23, 66)",2159,0.1198,0.001,0.1245,0.168,0.5865,0.0002
BJ_23_72,"(23, 72)",2165,0.4446,0.0299,0.1367,0.3165,0.0201,0.0522
BJ_30_26,"(30, 26)",2756,0.1827,0.001,0.0451,0.7698,0.0014
BJ_24_53,"(24, 53)",2237,0.5846,0.0009,0.0716,0.336,0.0052,0.0017
BJ_39_16,"(39, 16)",3565,0.1476,0.0252,0.1811,0.6461
BJ_1_81,"(1, 81)",172,0.2349,0.0004,0.0593,0.4039,0.3014,0.0001
BJ_24_47,"(24, 47)",2231,0.2111,0.7889
BJ_30_32,"(30, 32)",2762,0.5159,0.04,0.0419,0.1989,0.0009,0.197,0.0054
BJ_6_88,"(6, 88)",634,0.2184,0.001,0.1437,0.3536,0.2009,0.0071,0.0753
BJ_13_12,"(13, 12)",1195,0.7878,0.0037,0.0251,0.1834
BJ_4_66,"(4, 66)",430,0.0291,0.0002,0.1182,0.1494,0.6204,0.0827
BJ_41_32,"(41, 32)",3763,0.346,0.0072,0.0204,0.6207,0.0057
BJ_28_84,"(28, 84)",2632,0.0684,0.0457,0.776,0.1099
BJ_28_90,"(28, 90)",2638,0.0965,0.0116,0.4669,0.4248,0.0002
BJ_41_26,"(41, 26)",3757,0.2811,0.0186,0.1962,0.5005,0.0036
BJ_4_72,"(4, 72)",436,0.4696,0.0001,0.0762,0.327,0.1245,0.0026
BJ_3_53,"(3, 53)",326,0.3127,0.0416,0.1395,0.4007,0.0007,0.1048
BJ_14_27,"(14, 27)",1301,0.3236,0.0384,0.1896,0.4484
BJ_21_5,"(21, 5)",1916,0.5542,0.0068,0.0947,0.3443
BJ_26_81,"(26, 81)",2447,0.0871,0.0822,0.3004,0.4919,0.0114,0.027
BJ_46_13,"(46, 13)",4199,0.1664,0.0108,0.0747,0.7394,0.0018,0.0069
BJ_42_6,"(42, 6)",3828,0.7185,0.1841,0.0171,0.0788,0.0015
BJ_21_88,"(21, 88)",1999,0.4234,0.0349,0.4559,0.0846,0.0012
BJ_3_47,"(3, 47)",320,0.127,0.033,0.185,0.6534,0.0016
BJ_14_33,"(14, 33)",1307,0.2839,0.0017,0.0788,0.634,0.0016
BJ_35_16,"(35, 16)",3201,0.4771,0.0148,0.0464,0.4617
BJ_21_63,"(21, 63)",1974,0.3362,0.0528,0.1524,0.4584,0.0002
BJ_28_47,"(28, 47)",2595,0.2473,0.0045,0.0016,0.7446,0.0004,0.0016
BJ_28_53,"(28, 53)",2601,0.3359,0.0491,0.615
BJ_21_77,"(21, 77)",1988,0.0761,0.0116,0.0402,0.8662,0.0059
BJ_3_90,"(3, 90)",363,0.2308,0.0314,0.1478,0.5894,0.0002,0.0004
BJ_32_23,"(32, 23)",2935,0.4272,0.0186,0.2093,0.3248,0.0201
BJ_26_56,"(26, 56)",2422,0.3734,0.0071,0.0497,0.5231,0.0367,0.01
BJ_26_42,"(26, 42)",2408,0.263,0.0011,0.7354,0.0005
BJ_9_5,"(9, 5)",824,0.2297,0.1318,0.3385,0.2892,0.0107,0.0001
BJ_32_37,"(32, 37)",2949,0.237,0.0082,0.1403,0.5883,0.0262
BJ_3_84,"(3, 84)",357,0.0453,0.0004,0.0974,0.6688,0.1834,0.0047
BJ_17_76,"(17, 76)",1623,0.1553,0.0033,0.0011,0.837,0.0033
BJ_45_56,"(45, 56)",4151,0.3601,0.0001,0.0164,0.5277,0.0922,0.0035
BJ_9_26,"(9, 26)",845,0.0368,0.0062,0.0095,0.9336,0.0031,0.0108
BJ_9_32,"(9, 32)",851,0.1032,0.006,0.0015,0.8858,0.0035
BJ_45_42,"(45, 42)",4137,0.4209,0.1015,0.1611,0.2937,0.0199,0.0002,0.0027
BJ_38_81,"(38, 81)",3539,0.1053,0.0261,0.4841,0.3845
BJ_17_62,"(17, 62)",1609,0.2306,0.0736,0.1535,0.5414,0.0009
BJ_0_16,"(0, 16)",16,0.2872,0.0154,0.1298,0.5637,0.0039
BJ_5_8,"(5, 8)",463,0.4038,0.0072,0.2561,0.3151,0.0176,0.0002
BJ_23_7,"(23, 7)",2100,0.0128,0.0001,0.0017,0.9706,0.014,0.0008
BJ_19_67,"(19, 67)",1796,0.1651,0.0035,0.0051,0.8263
BJ_36_84,"(36, 84)",3360,0.3568,0.0308,0.6008,0.0116
BJ_7_37,"(7, 37)",674,0.4063,0.0054,0.1019,0.4803,0.0061
BJ_10_43,"(10, 43)",953,0.1418,0.0004,0.0027,0.8546,0.0005
BJ_42_63,"(42, 63)",3885,0.1507,0.009,0.1242,0.7012,0.0131,0.0018
BJ_42_77,"(42, 77)",3899,0.1335,0.0344,0.0754,0.7395,0.0172
BJ_7_23,"(7, 23)",660,0.1037,0.1363,0.5023,0.1577,0.0892,0.0108
BJ_40_4,"(40, 4)",3644,0.9921,0.0079
BJ_10_57,"(10, 57)",967,0.1057,0.0083,0.0391,0.8424,0.0045
BJ_36_90,"(36, 90)",3366,0.1809,0.0002,0.1596,0.4417,0.1531,0.0419,0.0226
BJ_19_73,"(19, 73)",1802,0.1198,0.0001,0.0082,0.0193,0.786,0.0166,0.05
BJ_38_56,"(38, 56)",3514,0.3557,0.0425,0.556,0.0031,0.0022,0.04,0.0005
BJ_31_72,"(31, 72)",2893,0.3055,0.061,0.2775,0.356
BJ_25_13,"(25, 13)",2288,0.712,0.0915,0.1416,0.0549
BJ_42_88,"(42, 88)",3910,0.1309,0.0008,0.0309,0.8304,0.007
BJ_31_66,"(31, 66)",2887,0.6034,0.0751,0.0783,0.2424,0.0005,0.0003
BJ_38_42,"(38, 42)",3500,0.3869,0.0305,0.3884,0.1908,0.0018,0.0016
BJ_45_81,"(45, 81)",4176,0.2917,0.0289,0.254,0.4215,0.0039
BJ_36_47,"(36, 47)",3323,0.3141,0.0014,0.0104,0.6731,0.001
BJ_17_89,"(17, 89)",1636,0.4193,0.2462,0.0717,0.0055,0.007,0.2497,0.0006
BJ_22_32,"(22, 32)",2034,0.2485,0.0005,0.0174,0.7336
BJ_10_80,"(10, 80)",990,0.1636,0.0428,0.3618,0.4301,0.0017
BJ_22_26,"(22, 26)",2028,0.356,0.0095,0.1676,0.4619,0.0024,0.0026
BJ_18_1,"(18, 1)",1639,0.9534,0.0348,0.0094,0.0024
BJ_36_53,"(36, 53)",3329,0.2345,0.0604,0.401,0.2878,0.0123,0.004
BJ_36_52,"(36, 52)",3328,0.1055,0.0001,0.0661,0.587,0.2321,0.0092
BJ_18_0,"(18, 0)",1638,0.9191,0.0108,0.0046,0.0655
BJ_22_27,"(22, 27)",2029,0.3611,0.0143,0.2511,0.3666,0.0039,0.003
BJ_22_33,"(22, 33)",2035,0.2439,0.0001,0.6705,0.0004,0.0851
BJ_17_88,"(17, 88)",1635,0.5292,0.0002,0.0539,0.0202,0.2879,0.004,0.1046
BJ_36_46,"(36, 46)",3322,0.2776,0.0281,0.0095,0.5959,0.0308,0.0581
BJ_10_81,"(10, 81)",991,0.1422,0.0003,0.038,0.4971,0.2705,0.008,0.0439
BJ_31_67,"(31, 67)",2888,0.3837,0.0577,0.1716,0.3085,0.0032,0.0753
BJ_42_89,"(42, 89)",3911,0.4259,0.1519,0.3679,0.0423,0.0095,0.0025
BJ_25_12,"(25, 12)",2287,0.3674,0.0785,0.1405,0.3971,0.0165
BJ_45_80,"(45, 80)",4175,0.1008,0.047,0.8522
BJ_38_43,"(38, 43)",3501,0.3543,0.0098,0.4584,0.1636,0.0014,0.0125
BJ_38_57,"(38, 57)",3515,0.5913,0.0233,0.1905,0.139,0.0023,0.0534,0.0002
BJ_31_73,"(31, 73)",2894,0.1042,0.1251,0.161,0.5997,0.0068,0.0032
BJ_10_56,"(10, 56)",966,0.3195,0.014,0.6607,0.0058
BJ_40_5,"(40, 5)",3645,0.971,0.0238,0.0002,0.005
BJ_7_22,"(7, 22)",659,0.0916,0.04,0.4811,0.3328,0.0279,0.0266
BJ_42_76,"(42, 76)",3898,0.3522,0.0073,0.146,0.4863,0.0082
BJ_19_72,"(19, 72)",1801,0.0274,0.0094,0.0164,0.9038,0.0084,0.0346
BJ_36_85,"(36, 85)",3361,0.3569,0.0034,0.314,0.3254,0.0003
BJ_19_66,"(19, 66)",1795,0.0689,0.0016,0.0628,0.8659,0.0008
BJ_23_6,"(23, 6)",2099,0.2201,0.0136,0.0012,0.7493,0.0154,0.0004
BJ_5_9,"(5, 9)",464,0.2695,0.0122,0.1304,0.5879
BJ_42_62,"(42, 62)",3884,0.1454,0.0051,0.118,0.7315
BJ_10_42,"(10, 42)",952,0.1468,0.0029,0.0008,0.8495
BJ_7_36,"(7, 36)",673,0.06,0.0003,0.0032,0.9358,0.0007
BJ_9_33,"(9, 33)",852,0.0988,0.034,0.1935,0.6541,0.0196
BJ_0_17,"(0, 17)",17,0.4461,0.0193,0.2955,0.2143,0.0109,0.0139
BJ_17_63,"(17, 63)",1610,0.3352,0.0387,0.083,0.5431
BJ_38_80,"(38, 80)",3538,0.1522,0.0217,0.6141,0.2099,0.0021
BJ_45_43,"(45, 43)",4138,0.3839,0.0725,0.2785,0.2472,0.0085,0.0041,0.0053
BJ_45_57,"(45, 57)",4152,0.258,0.1235,0.3122,0.2985,0.0078
BJ_17_77,"(17, 77)",1624,0.096,0.0005,0.006,0.8975
BJ_9_27,"(9, 27)",846,0.177,0.0127,0.2121,0.5881,0.0101
BJ_32_36,"(32, 36)",2948,0.5469,0.007,0.0401,0.3367,0.0008,0.0685
BJ_9_4,"(9, 4)",823,0.3074,0.0866,0.3304,0.2733,0.0023
BJ_26_43,"(26, 43)",2409,0.3649,0.0004,0.6347
BJ_3_85,"(3, 85)",358,0.2142,0.0002,0.071,0.5093,0.1249,0.0653,0.0151
BJ_26_57,"(26, 57)",2423,0.5673,0.052,0.11,0.2654,0.0011,0.0042
BJ_32_22,"(32, 22)",2934,0.451,0.0097,0.1001,0.433,0.0062
BJ_28_52,"(28, 52)",2600,0.1724,0.0007,0.8269
BJ_21_76,"(21, 76)",1987,0.1129,0.0103,0.8726,0.0042
BJ_21_62,"(21, 62)",1973,0.3679,0.0001,0.038,0.3114,0.2811,0.0015
BJ_35_17,"(35, 17)",3202,0.4681,0.0057,0.0223,0.5031,0.0005,0.0003
BJ_28_46,"(28, 46)",2594,0.1225,0.0021,0.8753,0.0001
BJ_26_80,"(26, 80)",2446,0.4527,0.0002,0.0654,0.4041,0.0771,0.0005
BJ_14_32,"(14, 32)",1306,0.1162,0.0118,0.0407,0.8272,0.004,0.0001
BJ_3_46,"(3, 46)",319,0.3112,0.0155,0.2109,0.4612,0.0012
BJ_21_89,"(21, 89)",2000,0.402,0.0299,0.156,0.0118,0.0439,0.3563,0.0001
BJ_42_7,"(42, 7)",3829,0.5033,0.0301,0.0738,0.3845,0.0083
BJ_46_12,"(46, 12)",4198,0.0693,0.002,0.0835,0.8452
BJ_14_26,"(14, 26)",1300,0.1996,0.002,0.1027,0.6937,0.002
BJ_3_52,"(3, 52)",325,0.4002,0.0902,0.3575,0.1441,0.0044,0.0036
BJ_21_4,"(21, 4)",1915,0.757,0.0196,0.0384,0.185
BJ_4_73,"(4, 73)",437,0.1023,0.0001,0.088,0.3201,0.4043,0.0008,0.0808,0.0036
BJ_41_27,"(41, 27)",3758,0.3208,0.0366,0.058,0.5817,0.0029
BJ_41_33,"(41, 33)",3764,0.1049,0.0411,0.1453,0.6059,0.1028
BJ_28_85,"(28, 85)",2633,0.099,0.0755,0.7142,0.1109,0.0004
BJ_4_67,"(4, 67)",431,0.1,0.0005,0.1807,0.3723,0.2097,0.1368
BJ_13_13,"(13, 13)",1196,0.154,0.0489,0.1633,0.6333,0.0002,0.0003
BJ_1_80,"(1, 80)",171,0.5681,0.0002,0.0234,0.3359,0.0724
BJ_39_17,"(39, 17)",3566,0.1676,0.0047,0.128,0.6972,0.001,0.0015
BJ_6_89,"(6, 89)",635,0.3056,0.1306,0.2555,0.1292,0.0015,0.1776
BJ_30_33,"(30, 33)",2763,0.4349,0.0303,0.084,0.3952,0.0003,0.052,0.0033
BJ_24_46,"(24, 46)",2230,0.1053,0.0036,0.891,0.0001
BJ_24_52,"(24, 52)",2236,0.2141,0.0007,0.0404,0.7192,0.0028,0.0227,0.0001
BJ_30_27,"(30, 27)",2757,0.4808,0.0018,0.0292,0.4864,0.0008,0.001
BJ_23_73,"(23, 73)",2166,0.2211,0.0395,0.1185,0.4899,0.0074,0.1236
BJ_23_67,"(23, 67)",2160,0.0322,0.0008,0.4842,0.284,0.1868,0.0045,0.0075
BJ_37_12,"(37, 12)",3379,0.606,0.0189,0.1275,0.2464,0.0005,0.0007
BJ_16_37,"(16, 37)",1493,0.2165,0.7806,0.0014,0.0015
BJ_1_43,"(1, 43)",134,0.2224,0.0001,0.0338,0.522,0.2215,0.0002
BJ_44_17,"(44, 17)",4021,0.1354,0.0682,0.1983,0.5899,0.0082
BJ_24_85,"(24, 85)",2269,0.233,0.1512,0.3872,0.2283,0.0003
BJ_27_2,"(27, 2)",2459,0.6007,0.182,0.0342,0.1645,0.0186
BJ_8_67,"(8, 67)",795,0.2716,0.0717,0.5064,0.1478,0.0025
BJ_34_8,"(34, 8)",3102,0.6632,0.0273,0.0219,0.2874,0.0002
BJ_8_73,"(8, 73)",801,0.366,0.1309,0.358,0.0395,0.0061,0.0993,0.0002
BJ_16_23,"(16, 23)",1479,0.1373,0.0393,0.0809,0.7249,0.0176
BJ_44_1,"(44, 1)",4005,0.6359,0.3291,0.018,0.017
BJ_1_57,"(1, 57)",148,0.175,0.0068,0.1365,0.6584,0.0233
BJ_18_26,"(18, 26)",1664,0.1794,0.0012,0.0061,0.8121,0.0012
BJ_6_76,"(6, 76)",622,0.2364,0.0001,0.1102,0.468,0.1805,0.0036,0.0012
BJ_43_22,"(43, 22)",3935,0.1449,0.0024,0.0335,0.8127,0.0022,0.0043
BJ_43_36,"(43, 36)",3949,0.1227,0.1459,0.4641,0.2623,0.005
BJ_6_62,"(6, 62)",608,0.0348,0.0003,0.0336,0.0858,0.8244,0.0211
BJ_11_16,"(11, 16)",1017,0.5168,0.0165,0.0512,0.4119,0.0036
BJ_18_32,"(18, 32)",1670,0.1753,0.0018,0.0017,0.8212
BJ_34_57,"(34, 57)",3151,0.0998,0.0013,0.0069,0.8308,0.0612
BJ_20_22,"(20, 22)",1842,0.3901,0.136,0.0471,0.3183,0.0041,0.1044
BJ_38_5,"(38, 5)",3463,0.9785,0.0214,0.0001
BJ_12_90,"(12, 90)",1182,0.1244,0.0075,0.2464,0.62,0.0017
BJ_12_84,"(12, 84)",1176,0.0848,0.0001,0.0606,0.2288,0.6029,0.0228
BJ_29_12,"(29, 12)",2651,0.9448,0.0496,0.0055,0.0001
BJ_20_36,"(20, 36)",1856,0.1575,0.8422,0.0003
BJ_34_43,"(34, 43)",3137,0.4421,0.0134,0.0415,0.4701,0.0003,0.0326
BJ_33_62,"(33, 62)",3065,0.4606,0.0001,0.0004,0.2097,0.3292
BJ_27_17,"(27, 17)",2474,0.9962,0.0004,0.0034
BJ_33_76,"(33, 76)",3079,0.2883,0.0025,0.0778,0.6272,0.0042
BJ_25_0,"(25, 0)",2275,0.7426,0.2164,0.0042,0.0368
BJ_10_9,"(10, 9)",919,0.4463,0.0252,0.1891,0.3392,0.0002
BJ_12_53,"(12, 53)",1145,0.0885,0.009,0.042,0.86,0.0005
BJ_5_27,"(5, 27)",482,0.2748,0.1369,0.3585,0.2254,0.0044
BJ_40_73,"(40, 73)",3713,0.0433,0.0026,0.0741,0.8507,0.0293
BJ_46_3,"(46, 3)",4189,0.9138,0.0862
BJ_40_67,"(40, 67)",3707,0.0244,0.179,0.7745,0.0221
BJ_12_47,"(12, 47)",1139,0.1404,0.8596
BJ_5_33,"(5, 33)",488,0.1484,0.091,0.0632,0.6888,0.0086
BJ_33_89,"(33, 89)",3092,0.0876,0.0075,0.8873,0.0176
BJ_34_80,"(34, 80)",3174,0.1083,0.0001,0.079,0.2773,0.5038,0.0315
BJ_2_12,"(2, 12)",194,0.1657,0.0103,0.1068,0.7161,0.0011
BJ_15_66,"(15, 66)",1431,0.1027,0.0008,0.0815,0.1033,0.6538,0.0579
BJ_15_72,"(15, 72)",1437,0.1778,0.0011,0.0234,0.1008,0.6969
BJ_5_19,"(5, 19)",474,0.3798,0.0001,0.0193,0.1545,0.3917,0.0546
BJ_15_64,"(15, 64)",1429,0.2144,0.0001,0.0587,0.3934,0.3295,0.0039
BJ_2_10,"(2, 10)",192,0.3085,0.0644,0.1436,0.4042,0.0784,0.0009
BJ_15_70,"(15, 70)",1435,0.1617,0.0502,0.2049,0.5831,0.0001
BJ_40_59,"(40, 59)",3699,0.5029,0.0014,0.0243,0.1864,0.2846,0.0004
BJ_12_79,"(12, 79)",1171,0.1773,0.0334,0.0246,0.7476,0.0171
BJ_40_71,"(40, 71)",3711,0.1715,0.0002,0.0484,0.257,0.4908,0.0321
BJ_5_25,"(5, 25)",480,0.0692,0.3392,0.179,0.0696,0.0083,0.3347
BJ_12_51,"(12, 51)",1143,0.1132,0.0359,0.1442,0.7063,0.0004
BJ_15_58,"(15, 58)",1423,0.4663,0.2093,0.014,0.3013,0.0007,0.0083,0.0001
BJ_25_2,"(25, 2)",2277,0.9604,0.0215,0.0013,0.0165,0.0003
BJ_36_8,"(36, 8)",3284,0.7799,0.0059,0.0213,0.1927,0.0002
BJ_34_82,"(34, 82)",3176,0.2384,0.0193,0.4059,0.3245,0.0119
BJ_2_38,"(2, 38)",220,0.1842,0.0001,0.0386,0.0753,0.6874,0.0144
BJ_5_31,"(5, 31)",486,0.5176,0.0147,0.0639,0.4035,0.0003
BJ_12_45,"(12, 45)",1137,0.1617,0.0097,0.0018,0.8267,0.0001
BJ_40_65,"(40, 65)",3705,0.0145,0.0787,0.847,0.0598
BJ_46_1,"(46, 1)",4187,0.9364,0.0498,0.0138
BJ_27_15,"(27, 15)",2472,0.9979,0.0015,0.0006
BJ_29_38,"(29, 38)",2677,0.3048,0.0005,0.0018,0.6923,0.0006
BJ_33_60,"(33, 60)",3063,0.1941,0.0473,0.0591,0.6177,0.0035,0.0783
BJ_34_69,"(34, 69)",3163,0.1802,0.0378,0.4726,0.3061,0.0033
BJ_33_74,"(33, 74)",3077,0.4617,0.0466,0.3491,0.0759,0.0051,0.0091,0.0525
BJ_27_29,"(27, 29)",2486,0.5945,0.0714,0.1347,0.1211,0.0025,0.0758
BJ_20_20,"(20, 20)",1840,0.3115,0.0038,0.0035,0.6812
BJ_38_7,"(38, 7)",3465,0.6906,0.0032,0.0184,0.2878
BJ_34_55,"(34, 55)",3149,0.2154,0.0384,0.214,0.512,0.0056,0.0146
BJ_34_41,"(34, 41)",3135,0.3999,0.2857,0.1313,0.1411,0.0024,0.0396
BJ_20_34,"(20, 34)",1854,0.3112,0.0001,0.6717,0.0004,0.0166
BJ_29_10,"(29, 10)",2649,0.9691,0.0285,0.0014,0.001
BJ_12_86,"(12, 86)",1178,0.3304,0.0001,0.1254,0.0804,0.1204,0.0328,0.3105
BJ_33_48,"(33, 48)",3051,0.1475,0.0017,0.0538,0.7937,0.003,0.0003
BJ_43_20,"(43, 20)",3933,0.2679,0.028,0.1348,0.5288,0.0068,0.0315,0.0022
BJ_8_59,"(8, 59)",787,0.2187,0.0001,0.0157,0.0898,0.6677,0.008
BJ_6_74,"(6, 74)",620,0.0323,0.0949,0.4898,0.3706,0.0021,0.0103
BJ_18_24,"(18, 24)",1662,0.384,0.0023,0.0031,0.604,0.0005,0.0061
BJ_44_29,"(44, 29)",4033,0.3726,0.0301,0.2329,0.2835,0.037,0.0427,0.0012
BJ_1_69,"(1, 69)",160,0.4365,0.0166,0.2448,0.302,0.0001
BJ_18_30,"(18, 30)",1668,0.32,0.0013,0.0084,0.67,0.0003
BJ_11_14,"(11, 14)",1015,0.2251,0.0406,0.173,0.5555,0.0058
BJ_6_60,"(6, 60)",606,0.1599,0.023,0.0356,0.7357,0.0458
BJ_43_34,"(43, 34)",3947,0.3058,0.0762,0.2022,0.4127,0.0031
BJ_8_65,"(8, 65)",793,0.1594,0.0005,0.0586,0.323,0.4578,0.0007
BJ_6_48,"(6, 48)",594,0.1057,0.0008,0.0599,0.8052,0.0284
BJ_27_0,"(27, 0)",2457,0.5211,0.0349,0.1696,0.2276,0.0042,0.0426
BJ_12_9,"(12, 9)",1101,0.3873,0.0318,0.0799,0.4933,0.0063,0.0014
BJ_24_87,"(24, 87)",2271,0.2814,0.0056,0.0233,0.2464,0.0004,0.4429
BJ_44_15,"(44, 15)",4019,0.3122,0.0763,0.466,0.1053,0.0402
BJ_18_18,"(18, 18)",1656,0.0632,0.0013,0.0032,0.9287,0.0036
BJ_1_41,"(1, 41)",132,0.1069,0.0001,0.043,0.0223,0.7875,0.0402
BJ_16_35,"(16, 35)",1491,0.2412,0.7586,0.0002
BJ_1_55,"(1, 55)",146,0.2599,0.0008,0.0101,0.7292
BJ_44_3,"(44, 3)",4007,0.9028,0.0972
BJ_16_21,"(16, 21)",1477,0.0983,0.0131,0.0833,0.7607,0.0446
BJ_11_28,"(11, 28)",1029,0.0733,0.0017,0.0159,0.8823,0.0268
BJ_8_71,"(8, 71)",799,0.1786,0.0001,0.1071,0.5087,0.2009,0.0046
BJ_24_78,"(24, 78)",2262,0.1368,0.0955,0.6852,0.0818,0.0007
BJ_23_71,"(23, 71)",2164,0.3705,0.0001,0.0458,0.4085,0.157,0.0181
BJ_39_29,"(39, 29)",3578,0.2008,0.0852,0.165,0.5436,0.0054
BJ_37_10,"(37, 10)",3377,0.1958,0.0354,0.2112,0.5339,0.0237
BJ_23_65,"(23, 65)",2158,0.7908,0.0228,0.0805,0.1012,0.0004,0.0043
BJ_30_19,"(30, 19)",2749,0.9908,0.0092
BJ_24_44,"(24, 44)",2228,0.1985,0.008,0.7577,0.0017,0.0341
BJ_30_31,"(30, 31)",2761,0.6147,0.0225,0.1265,0.1453,0.0009,0.0866,0.0035
BJ_39_15,"(39, 15)",3564,0.3498,0.0276,0.1104,0.506,0.0062
BJ_37_38,"(37, 38)",3405,0.1703,0.0013,0.0064,0.8208,0.0012
BJ_1_82,"(1, 82)",173,0.3052,0.0545,0.6024,0.0379
BJ_23_59,"(23, 59)",2152,0.3011,0.0006,0.0351,0.1515,0.4942,0.0174,0.0001
BJ_30_25,"(30, 25)",2755,0.4524,0.0036,0.544
BJ_24_50,"(24, 50)",2234,0.3422,0.0001,0.0161,0.6414,0.0002
BJ_3_78,"(3, 78)",351,0.0574,0.0003,0.0263,0.4586,0.4526,0.0048
BJ_41_25,"(41, 25)",3756,0.1657,0.0744,0.316,0.3944,0.0495
BJ_4_71,"(4, 71)",435,0.5131,0.085,0.2904,0.1115
BJ_13_11,"(13, 11)",1194,0.891,0.0148,0.0058,0.0883,0.0001
BJ_4_65,"(4, 65)",429,0.0711,0.0005,0.1613,0.2103,0.5558,0.001
BJ_28_87,"(28, 87)",2635,0.3027,0.0202,0.5471,0.0914,0.0018,0.0368
BJ_41_31,"(41, 31)",3762,0.2492,0.0035,0.0345,0.7029,0.0099
BJ_46_38,"(46, 38)",4224,0.411,0.0002,0.0466,0.3845,0.154,0.0037
BJ_14_18,"(14, 18)",1292,0.238,0.038,0.3536,0.3698,0.0006
BJ_46_10,"(46, 10)",4196,0.7454,0.0988,0.0301,0.1257
BJ_42_5,"(42, 5)",3827,0.5194,0.4806
BJ_3_44,"(3, 44)",317,0.2737,0.0001,0.0678,0.1582,0.4401,0.0601
BJ_14_30,"(14, 30)",1304,0.0605,0.007,0.0275,0.8965,0.0085
BJ_13_39,"(13, 39)",1222,0.1318,0.0001,0.8669,0.0012
BJ_26_82,"(26, 82)",2448,0.1426,0.0002,0.0702,0.3899,0.3844,0.0093,0.0034
BJ_41_19,"(41, 19)",3750,0.1679,0.0098,0.4189,0.3999,0.0018,0.0017
BJ_21_6,"(21, 6)",1917,0.3982,0.0065,0.0018,0.5918,0.0017
BJ_7_9,"(7, 9)",646,0.3489,0.0591,0.1292,0.4553,0.0075
BJ_4_59,"(4, 59)",423,0.2583,0.0639,0.0318,0.6365,0.0046,0.0049
BJ_3_50,"(3, 50)",323,0.3622,0.0793,0.1164,0.0987,0.008,0.3354
BJ_14_24,"(14, 24)",1298,0.3386,0.0081,0.0921,0.5546,0.0066
BJ_21_74,"(21, 74)",1985,0.2241,0.0046,0.0674,0.5392,0.0033,0.1614
BJ_28_50,"(28, 50)",2598,0.207,0.0007,0.0037,0.7855,0.0031
BJ_28_44,"(28, 44)",2592,0.3024,0.0124,0.001,0.6838,0.0004
BJ_26_69,"(26, 69)",2435,0.1455,0.0824,0.6473,0.1112,0.0097,0.0039
