File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_30_23,"(30, 23)",2753,0.9372,0.0001,0.0625,0.0002
BJ_29_9,"(29, 9)",2648,0.9138,0.016,0.0702
BJ_24_56,"(24, 56)",2240,0.103,0.0067,0.0366,0.8303,0.0234
BJ_24_42,"(24, 42)",2226,0.1759,0.0047,0.0014,0.818
BJ_30_37,"(30, 37)",2767,0.3078,0.0001,0.0015,0.6906
BJ_39_13,"(39, 13)",3562,0.6296,0.0119,0.1119,0.246,0.0006
BJ_1_84,"(1, 84)",175,0.3105,0.0012,0.0828,0.4776,0.1269,0.001
BJ_37_16,"(37, 16)",3383,0.1988,0.0061,0.1094,0.6581,0.0006,0.027
BJ_23_63,"(23, 63)",2156,0.7773,0.0091,0.1668,0.0468
BJ_8_88,"(8, 88)",816,0.0384,0.0003,0.1885,0.3739,0.398,0.0009
BJ_23_77,"(23, 77)",2170,0.0378,0.0001,0.0533,0.3558,0.547,0.006
BJ_26_90,"(26, 90)",2456,0.0803,0.0001,0.0571,0.1774,0.6014,0.0837
BJ_21_0,"(21, 0)",1911,0.8853,0.0674,0.008,0.0393
BJ_14_9,"(14, 9)",1283,0.9082,0.01,0.0426,0.0289,0.0103
BJ_3_56,"(3, 56)",329,0.1385,0.0033,0.0029,0.8351,0.012,0.0082
BJ_14_22,"(14, 22)",1296,0.3242,0.0054,0.065,0.5921,0.0133
BJ_46_16,"(46, 16)",4202,0.2302,0.0089,0.2627,0.4906,0.0076
BJ_42_3,"(42, 3)",3825,0.9757,0.0243
BJ_3_42,"(3, 42)",315,0.0935,0.0349,0.6702,0.1955,0.0059
BJ_14_36,"(14, 36)",1310,0.2034,0.0027,0.025,0.7661,0.0028
BJ_26_84,"(26, 84)",2450,0.1792,0.0515,0.3821,0.361,0.0262
BJ_13_17,"(13, 17)",1200,0.5646,0.004,0.168,0.2634
BJ_4_63,"(4, 63)",427,0.0843,0.0058,0.0769,0.7708,0.0622
BJ_28_81,"(28, 81)",2629,0.1063,0.0001,0.1676,0.5214,0.2039,0.0007
BJ_41_37,"(41, 37)",3768,0.0828,0.0137,0.1957,0.6963,0.0115
BJ_41_23,"(41, 23)",3754,0.6225,0.024,0.1146,0.1489,0.002,0.088
BJ_4_77,"(4, 77)",441,0.1833,0.0001,0.0993,0.4144,0.3029
BJ_32_26,"(32, 26)",2938,0.8418,0.0004,0.1572,0.0006
BJ_26_53,"(26, 53)",2419,0.2476,0.0011,0.7446,0.0004,0.0063
BJ_3_81,"(3, 81)",354,0.264,0.1134,0.209,0.3947,0.0168,0.0021
BJ_26_47,"(26, 47)",2413,0.2648,0.0018,0.7334
BJ_4_88,"(4, 88)",452,0.1502,0.0004,0.0123,0.7027,0.1334,0.001
BJ_9_0,"(9, 0)",819,0.8847,0.0625,0.0021,0.0162,0.0345
BJ_32_32,"(32, 32)",2944,0.3744,0.0003,0.0201,0.4145,0.1902,0.0005
BJ_28_42,"(28, 42)",2590,0.2714,0.0001,0.0456,0.6732,0.0054,0.0043
BJ_35_13,"(35, 13)",3198,0.9724,0.0001,0.0012,0.0263
BJ_21_66,"(21, 66)",1977,0.2038,0.0464,0.0864,0.662,0.0001,0.0013
BJ_21_72,"(21, 72)",1983,0.1599,0.027,0.0493,0.7636,0.0001,0.0001
BJ_28_56,"(28, 56)",2604,0.2518,0.0159,0.032,0.6879,0.0124
BJ_7_32,"(7, 32)",669,0.0762,0.0004,0.007,0.218,0.6413,0.0571
BJ_31_88,"(31, 88)",2909,0.2697,0.0785,0.1459,0.3002,0.0029,0.2022,0.0006
BJ_10_46,"(10, 46)",956,0.1873,0.0025,0.0151,0.7946,0.0005
BJ_42_66,"(42, 66)",3888,0.0138,0.0053,0.337,0.6308,0.0131
BJ_23_2,"(23, 2)",2095,0.9424,0.0576
BJ_19_62,"(19, 62)",1791,0.2014,0.0021,0.0017,0.7937,0.0011
BJ_36_81,"(36, 81)",3357,0.1263,0.0006,0.0049,0.4086,0.4596
BJ_30_8,"(30, 8)",2738,0.3979,0.0409,0.0603,0.5005,0.0004
BJ_19_76,"(19, 76)",1805,0.1062,0.0494,0.0286,0.585,0.0121,0.2187
BJ_42_72,"(42, 72)",3894,0.1372,0.0061,0.2305,0.5755,0.0507
BJ_40_1,"(40, 1)",3641,0.8635,0.1351,0.0014
BJ_7_26,"(7, 26)",663,0.455,0.0537,0.3188,0.1457,0.0003,0.0265
BJ_10_52,"(10, 52)",962,0.1151,0.0023,0.0211,0.8614,0.0001
BJ_9_23,"(9, 23)",842,0.5253,0.2318,0.1773,0.0289,0.0364,0.0003
BJ_17_73,"(17, 73)",1620,0.1318,0.0056,0.8608,0.0018
BJ_38_90,"(38, 90)",3548,0.1743,0.0004,0.0647,0.5951,0.1569,0.0086
BJ_45_53,"(45, 53)",4148,0.15,0.0477,0.18,0.6208,0.0015
BJ_45_47,"(45, 47)",4142,0.2307,0.1032,0.243,0.4215,0.0016
BJ_38_84,"(38, 84)",3542,0.1914,0.0241,0.3911,0.01,0.0007,0.3582,0.0245
BJ_17_67,"(17, 67)",1614,0.2642,0.0124,0.0197,0.6808,0.0229
BJ_0_13,"(0, 13)",13,0.2111,0.0078,0.0238,0.7565,0.0008
BJ_9_37,"(9, 37)",856,0.22,0.0018,0.013,0.765,0.0002
BJ_10_85,"(10, 85)",995,0.2847,0.0002,0.0545,0.2349,0.2779,0.0048,0.143
BJ_36_42,"(36, 42)",3318,0.4703,0.0436,0.3283,0.157,0.0008
BJ_22_37,"(22, 37)",2039,0.1027,0.0002,0.002,0.8832,0.0119
BJ_22_23,"(22, 23)",2025,0.5915,0.0159,0.0159,0.3141,0.0057,0.0569
BJ_18_4,"(18, 4)",1642,0.9887,0.0099,0.0014
BJ_36_56,"(36, 56)",3332,0.4331,0.0381,0.3806,0.1482
BJ_31_77,"(31, 77)",2898,0.1168,0.0001,0.0484,0.2762,0.5505,0.008
BJ_45_90,"(45, 90)",4185,0.2655,0.023,0.622,0.0895
BJ_38_53,"(38, 53)",3511,0.2319,0.1075,0.5289,0.1279,0.0038
BJ_19_89,"(19, 89)",1818,0.3291,0.0017,0.2068,0.1828,0.0105,0.0056,0.261,0.0025
BJ_38_47,"(38, 47)",3505,0.2716,0.0078,0.0096,0.7032,0.0018,0.006
BJ_45_84,"(45, 84)",4179,0.1727,0.0231,0.2568,0.5448,0.0014,0.0012
BJ_25_16,"(25, 16)",2291,0.9641,0.0152,0.0085,0.0122
BJ_31_63,"(31, 63)",2884,0.0159,0.0357,0.0539,0.8617,0.0123,0.0205
BJ_45_85,"(45, 85)",4180,0.2091,0.0011,0.0116,0.2212,0.5569,0.0001
BJ_38_46,"(38, 46)",3504,0.2306,0.0025,0.7639,0.003
BJ_19_88,"(19, 88)",1817,0.3068,0.0083,0.192,0.3448,0.1473,0.0008
BJ_31_62,"(31, 62)",2883,0.0984,0.085,0.3043,0.5071,0.0027,0.0025
BJ_25_17,"(25, 17)",2292,0.9932,0.0006,0.0062
BJ_31_76,"(31, 76)",2897,0.3428,0.1289,0.3476,0.1626,0.0129,0.0052
BJ_38_52,"(38, 52)",3510,0.2442,0.1041,0.4037,0.1515,0.0063,0.0719,0.0183
BJ_36_57,"(36, 57)",3333,0.4422,0.0546,0.2232,0.2789,0.0011
BJ_18_5,"(18, 5)",1643,0.9797,0.0047,0.0025,0.0131
BJ_22_22,"(22, 22)",2024,0.6272,0.0338,0.0628,0.2612,0.0144,0.0006
BJ_10_90,"(10, 90)",1000,0.3207,0.0001,0.028,0.4317,0.2195
BJ_10_84,"(10, 84)",994,0.3402,0.0002,0.0692,0.176,0.3005,0.0079,0.106
BJ_22_36,"(22, 36)",2038,0.3743,0.001,0.6122,0.0015,0.011
BJ_36_43,"(36, 43)",3319,0.6335,0.0075,0.1441,0.2075,0.0074
BJ_0_12,"(0, 12)",12,0.2722,0.0057,0.0443,0.6776,0.0002
BJ_17_66,"(17, 66)",1613,0.1101,0.0014,0.0104,0.1463,0.7241,0.0077
BJ_38_85,"(38, 85)",3543,0.3116,0.0344,0.3542,0.0446,0.0016,0.2494,0.0042
BJ_45_46,"(45, 46)",4141,0.1809,0.0922,0.127,0.5896,0.0103
BJ_9_36,"(9, 36)",855,0.1315,0.0042,0.0007,0.8627,0.0009
BJ_9_22,"(9, 22)",841,0.1652,0.082,0.1359,0.0712,0.0371,0.5086
BJ_45_52,"(45, 52)",4147,0.1382,0.013,0.1076,0.7395,0.0016,0.0001
BJ_17_72,"(17, 72)",1619,0.243,0.7564,0.0006
BJ_19_77,"(19, 77)",1806,0.2367,0.0464,0.0086,0.5808,0.0178,0.1097
BJ_30_9,"(30, 9)",2739,0.4539,0.0029,0.0612,0.482
BJ_10_53,"(10, 53)",963,0.2424,0.0003,0.0304,0.1082,0.6187
BJ_7_27,"(7, 27)",664,0.1044,0.0074,0.1395,0.7477,0.001
BJ_40_0,"(40, 0)",3640,0.9065,0.0935
BJ_42_73,"(42, 73)",3895,0.0443,0.0084,0.043,0.8893,0.0128,0.0022
BJ_42_67,"(42, 67)",3889,0.0002,0.019,0.349,0.6219,0.0099
BJ_10_47,"(10, 47)",957,0.1777,0.008,0.0371,0.7758,0.001,0.0004
BJ_31_89,"(31, 89)",2910,0.1062,0.0164,0.5155,0.3591,0.0025,0.0003
BJ_7_33,"(7, 33)",670,0.0785,0.0621,0.2214,0.5326,0.1054
BJ_36_80,"(36, 80)",3356,0.0441,0.0215,0.1612,0.7731,0.0001
BJ_19_63,"(19, 63)",1792,0.1726,0.0012,0.001,0.825,0.0002
BJ_23_3,"(23, 3)",2096,0.9072,0.0276,0.0232,0.0417,0.0003
BJ_21_73,"(21, 73)",1984,0.2481,0.0237,0.2313,0.3483,0.0045,0.1441
BJ_28_57,"(28, 57)",2605,0.1395,0.103,0.0884,0.6685,0.0006
BJ_28_43,"(28, 43)",2591,0.2177,0.0055,0.0087,0.757,0.0032,0.0079
BJ_21_67,"(21, 67)",1978,0.3274,0.0225,0.0007,0.648,0.0008,0.0006
BJ_35_12,"(35, 12)",3197,0.7968,0.0245,0.0993,0.0666,0.0128
BJ_3_80,"(3, 80)",353,0.2973,0.0441,0.3099,0.3406,0.0062,0.0019
BJ_32_33,"(32, 33)",2945,0.2349,0.0479,0.0848,0.6068,0.0009,0.0247
BJ_4_89,"(4, 89)",453,0.3546,0.0747,0.4488,0.1202,0.0016,0.0001
BJ_9_1,"(9, 1)",820,0.505,0.1707,0.0474,0.2018,0.0743,0.0008
BJ_26_46,"(26, 46)",2412,0.2678,0.0015,0.7307
BJ_26_52,"(26, 52)",2418,0.566,0.0057,0.0146,0.4058,0.0079
BJ_32_27,"(32, 27)",2939,0.3601,0.0017,0.0016,0.6175,0.0191
BJ_4_76,"(4, 76)",440,0.1353,0.1712,0.4207,0.2428,0.03
BJ_41_22,"(41, 22)",3753,0.276,0.0166,0.1295,0.482,0.001,0.0949
BJ_28_80,"(28, 80)",2628,0.1499,0.0218,0.2958,0.5322,0.0003
BJ_41_36,"(41, 36)",3767,0.3464,0.0194,0.2029,0.4268,0.0045
BJ_4_62,"(4, 62)",426,0.0837,0.0116,0.036,0.8559,0.0128
BJ_13_16,"(13, 16)",1199,0.258,0.0337,0.0972,0.611,0.0001
BJ_14_37,"(14, 37)",1311,0.2238,0.0008,0.0004,0.7557,0.0009,0.0184
BJ_3_43,"(3, 43)",316,0.1335,0.0001,0.0588,0.2351,0.4377,0.1348
BJ_42_2,"(42, 2)",3824,0.9721,0.0279
BJ_46_17,"(46, 17)",4203,0.1368,0.0793,0.6397,0.1426,0.0016
BJ_26_85,"(26, 85)",2451,0.1582,0.0605,0.2977,0.4778,0.0058
BJ_14_8,"(14, 8)",1282,0.6871,0.1535,0.0393,0.108,0.0107,0.0014
BJ_21_1,"(21, 1)",1912,0.5988,0.1398,0.0191,0.2406,0.0017
BJ_14_23,"(14, 23)",1297,0.1361,0.0732,0.1098,0.6637,0.0172
BJ_3_57,"(3, 57)",330,0.1381,0.0015,0.0373,0.8209,0.0022
BJ_23_76,"(23, 76)",2169,0.0581,0.0477,0.4994,0.3874,0.0003,0.0071
BJ_23_62,"(23, 62)",2155,0.1934,0.0202,0.0753,0.7111
BJ_37_17,"(37, 17)",3384,0.3161,0.0948,0.1663,0.3425,0.0772,0.0031
BJ_8_89,"(8, 89)",817,0.5982,0.0799,0.151,0.0709,0.0001,0.0999
BJ_30_36,"(30, 36)",2766,0.2461,0.0005,0.0121,0.7403,0.001
BJ_24_43,"(24, 43)",2227,0.344,0.0027,0.0049,0.6325,0.0005,0.0154
BJ_1_85,"(1, 85)",176,0.344,0.0003,0.0235,0.5377,0.0944,0.0001
BJ_39_12,"(39, 12)",3561,0.2721,0.0155,0.0687,0.6424,0.0013
BJ_24_57,"(24, 57)",2241,0.5077,0.02,0.1563,0.287,0.029
BJ_29_8,"(29, 8)",2647,0.9297,0.0494,0.0013,0.0196
BJ_30_22,"(30, 22)",2752,0.9993,0.0007
BJ_6_73,"(6, 73)",619,0.1033,0.1285,0.4178,0.3477,0.0027
BJ_43_27,"(43, 27)",3940,0.3726,0.0228,0.1081,0.4061,0.0101,0.0803
BJ_18_23,"(18, 23)",1661,0.1979,0.0137,0.7743,0.0141
BJ_18_37,"(18, 37)",1675,0.2766,0.7169,0.0003,0.0062
BJ_43_33,"(43, 33)",3946,0.1859,0.0218,0.1001,0.6654,0.0227,0.0041
BJ_6_67,"(6, 67)",613,0.0623,0.0023,0.1072,0.6016,0.2157,0.0109
BJ_11_13,"(11, 13)",1014,0.2604,0.0502,0.1925,0.4954,0.0015
BJ_24_80,"(24, 80)",2264,0.2172,0.02,0.3431,0.4146,0.0051
BJ_1_8,"(1, 8)",99,0.3045,0.01,0.0707,0.6148
BJ_27_7,"(27, 7)",2464,0.7618,0.0713,0.0366,0.1298,0.0005
BJ_8_62,"(8, 62)",790,0.0987,0.0008,0.0212,0.239,0.6166,0.0237
BJ_16_32,"(16, 32)",1488,0.0916,0.0001,0.9083
BJ_1_46,"(1, 46)",137,0.0929,0.0015,0.0472,0.4153,0.4405,0.0026
BJ_23_89,"(23, 89)",2182,0.1613,0.0992,0.1094,0.34,0.0115,0.2786
BJ_44_12,"(44, 12)",4016,0.5569,0.0523,0.2494,0.1364,0.005
BJ_44_4,"(44, 4)",4008,0.9003,0.0997
BJ_16_26,"(16, 26)",1482,0.134,0.0002,0.049,0.8168
BJ_1_52,"(1, 52)",143,0.1666,0.0875,0.5793,0.1582,0.0084
BJ_8_76,"(8, 76)",804,0.2993,0.0007,0.1433,0.3644,0.1866,0.0042,0.0015
BJ_33_67,"(33, 67)",3070,0.0451,0.0065,0.4197,0.5281,0.0006
BJ_40_89,"(40, 89)",3729,0.1314,0.1154,0.5193,0.214,0.0194,0.0005
BJ_27_12,"(27, 12)",2469,0.9588,0.0357,0.0055
BJ_33_73,"(33, 73)",3076,0.4338,0.0342,0.3809,0.1469,0.0042
BJ_34_52,"(34, 52)",3146,0.2159,0.0678,0.348,0.3653,0.003
BJ_20_27,"(20, 27)",1847,0.0786,0.0063,0.0015,0.9136
BJ_38_0,"(38, 0)",3458,0.7255,0.2734,0.0011
BJ_20_33,"(20, 33)",1853,0.4234,0.5701,0.0065
BJ_15_88,"(15, 88)",1453,0.089,0.0012,0.0485,0.7705,0.0903,0.0001,0.0004
BJ_34_46,"(34, 46)",3140,0.2818,0.0171,0.7011
BJ_12_81,"(12, 81)",1173,0.1227,0.0267,0.2557,0.5946,0.0003
BJ_29_17,"(29, 17)",2656,0.9682,0.0016,0.0302
BJ_2_17,"(2, 17)",199,0.2372,0.0177,0.2095,0.517,0.0186
BJ_15_63,"(15, 63)",1428,0.4502,0.0005,0.0322,0.2623,0.254,0.0008
BJ_15_77,"(15, 77)",1442,0.2364,0.001,0.0206,0.7416,0.0004
BJ_12_56,"(12, 56)",1148,0.2361,0.0093,0.0179,0.7366,0.0001
BJ_5_22,"(5, 22)",477,0.2875,0.0255,0.2756,0.3969,0.0145
BJ_40_76,"(40, 76)",3716,0.0684,0.0002,0.0295,0.1953,0.6815,0.0251
BJ_25_5,"(25, 5)",2280,0.9345,0.005,0.0327,0.0278
BJ_34_85,"(34, 85)",3179,0.1289,0.0068,0.6539,0.2089,0.0015
BJ_40_62,"(40, 62)",3702,0.2841,0.0013,0.1356,0.5698,0.0005,0.0087
BJ_46_6,"(46, 6)",4192,0.9982,0.0018
BJ_12_42,"(12, 42)",1134,0.2384,0.0001,0.7582,0.0033
BJ_5_36,"(5, 36)",491,0.22,0.0008,0.0031,0.776,0.0001
BJ_25_8,"(25, 8)",2283,0.1238,0.0003,0.0043,0.866,0.0056
BJ_15_52,"(15, 52)",1417,0.1448,0.0042,0.8474,0.0036
BJ_3_7,"(3, 7)",280,0.5156,0.0632,0.2538,0.156,0.0114
BJ_2_26,"(2, 26)",208,0.2672,0.0725,0.2644,0.3934,0.0025
BJ_10_1,"(10, 1)",911,0.6087,0.2533,0.0063,0.0847,0.047
BJ_15_46,"(15, 46)",1411,0.1759,0.013,0.0014,0.809,0.0007
BJ_34_88,"(34, 88)",3182,0.343,0.1685,0.3156,0.0515,0.0841,0.0373
BJ_2_32,"(2, 32)",214,0.4255,0.0529,0.1667,0.3428,0.0121
BJ_36_2,"(36, 2)",3278,0.9531,0.0469
BJ_33_81,"(33, 81)",3084,0.0895,0.0006,0.0636,0.5948,0.2483,0.0032
BJ_40_47,"(40, 47)",3687,0.6109,0.0102,0.1938,0.1795,0.0017,0.0039
BJ_5_13,"(5, 13)",468,0.3934,0.0532,0.0853,0.4672,0.0005,0.0004
BJ_12_67,"(12, 67)",1159,0.0449,0.001,0.0548,0.0324,0.8602,0.0067
BJ_12_73,"(12, 73)",1165,0.1085,0.0001,0.1367,0.0652,0.6227,0.0668
BJ_40_53,"(40, 53)",3693,0.4182,0.0761,0.03,0.4715,0.0007,0.0035
BJ_27_23,"(27, 23)",2480,0.566,0.0145,0.1567,0.2626,0.0002
BJ_33_56,"(33, 56)",3059,0.2698,0.0073,0.0666,0.65,0.001,0.0053
BJ_15_85,"(15, 85)",1450,0.5039,0.0616,0.119,0.0575,0.0038,0.2542
BJ_33_42,"(33, 42)",3045,0.7284,0.0404,0.0289,0.1206,0.0017,0.08
BJ_27_37,"(27, 37)",2494,0.2837,0.0124,0.0012,0.7027
BJ_29_32,"(29, 32)",2671,0.6381,0.0197,0.0531,0.2517,0.0006,0.0368
BJ_40_84,"(40, 84)",3724,0.6879,0.0388,0.1645,0.0994,0.0071,0.0023
BJ_20_16,"(20, 16)",1836,0.1104,0.0145,0.0359,0.8347,0.0044,0.0001
BJ_34_63,"(34, 63)",3157,0.3537,0.0836,0.2178,0.2451,0.0016,0.0982
BJ_34_77,"(34, 77)",3171,0.2708,0.0606,0.1621,0.4746,0.005,0.0255,0.0014
BJ_40_90,"(40, 90)",3730,0.0558,0.0074,0.4005,0.5363
BJ_29_26,"(29, 26)",2665,0.5847,0.0064,0.173,0.2301,0.0057,0.0001
BJ_12_3,"(12, 3)",1095,0.9055,0.0904,0.0037,0.0004
BJ_1_5,"(1, 5)",96,0.4392,0.0173,0.059,0.4611,0.0234
BJ_43_16,"(43, 16)",3929,0.5565,0.0516,0.3693,0.0226
BJ_11_36,"(11, 36)",1037,0.0879,0.0009,0.0002,0.91,0.001
BJ_6_42,"(6, 42)",588,0.0945,0.0241,0.223,0.6528,0.0056
BJ_18_12,"(18, 12)",1650,0.2399,0.0929,0.3556,0.3001,0.0115
BJ_23_84,"(23, 84)",2177,0.1329,0.0001,0.0532,0.2447,0.5599,0.0092
BJ_23_90,"(23, 90)",2183,0.2197,0.0035,0.0057,0.7704,0.0007
BJ_44_9,"(44, 9)",4013,0.0948,0.0287,0.4223,0.4537,0.0005
BJ_34_0,"(34, 0)",3094,0.9472,0.0513,0.0015
BJ_11_22,"(11, 22)",1023,0.1636,0.03,0.0207,0.5732,0.0093,0.1969,0.0063
BJ_6_56,"(6, 56)",602,0.1143,0.0079,0.8777,0.0001
BJ_8_53,"(8, 53)",781,0.6251,0.0191,0.1195,0.2358,0.0003,0.0002
BJ_44_23,"(44, 23)",4027,0.4475,0.0049,0.2221,0.3182,0.0045,0.0028
BJ_1_77,"(1, 77)",168,0.4329,0.0001,0.0383,0.417,0.1057,0.0057,0.0003
BJ_1_63,"(1, 63)",154,0.0516,0.0006,0.0197,0.9039,0.0242
BJ_16_17,"(16, 17)",1473,0.5235,0.073,0.1278,0.2669,0.0088
BJ_44_37,"(44, 37)",4041,0.3282,0.2168,0.2888,0.0722,0.001,0.093
BJ_8_47,"(8, 47)",775,0.2304,0.0134,0.1384,0.6109,0.0067,0.0002
BJ_6_81,"(6, 81)",627,0.0919,0.3738,0.4487,0.0856
BJ_23_47,"(23, 47)",2140,0.4367,0.0028,0.56,0.0005
BJ_37_32,"(37, 32)",3399,0.2252,0.0251,0.0675,0.6814,0.0008
BJ_1_88,"(1, 88)",179,0.2915,0.0003,0.0518,0.4678,0.1722,0.009,0.0074
BJ_37_26,"(37, 26)",3393,0.2128,0.1285,0.1931,0.4131,0.0525
BJ_23_53,"(23, 53)",2146,0.4864,0.0148,0.0359,0.1547,0.0349,0.2721,0.0012
BJ_29_5,"(29, 5)",2644,0.6314,0.0171,0.1319,0.1696,0.0013,0.0486,0.0001
BJ_24_72,"(24, 72)",2256,0.5804,0.0718,0.1897,0.0211,0.0057,0.1313
BJ_8_90,"(8, 90)",818,0.2766,0.0664,0.1665,0.2538,0.0062,0.2305
BJ_39_23,"(39, 23)",3572,0.1722,0.0092,0.0222,0.7873,0.0091
BJ_39_37,"(39, 37)",3586,0.1595,0.0037,0.0006,0.8327,0.0035
BJ_30_13,"(30, 13)",2743,0.9936,0.0064
BJ_8_84,"(8, 84)",812,0.2873,0.0001,0.1559,0.5082,0.0393,0.0056,0.0036
BJ_24_66,"(24, 66)",2250,0.2725,0.0004,0.1526,0.4226,0.1505,0.0014
BJ_21_81,"(21, 81)",1992,0.0545,0.0003,0.3989,0.3198,0.1868,0.0397
BJ_26_88,"(26, 88)",2454,0.3011,0.0248,0.0021,0.672
BJ_32_6,"(32, 6)",2918,0.6188,0.3212,0.004,0.0372,0.0188
BJ_41_13,"(41, 13)",3744,0.47,0.0297,0.2116,0.2887
BJ_13_33,"(13, 33)",1216,0.3219,0.0051,0.062,0.6092,0.0018
BJ_4_47,"(4, 47)",411,0.3354,0.0006,0.035,0.1804,0.4327,0.0094,0.0065
BJ_13_27,"(13, 27)",1210,0.0797,0.0002,0.0156,0.8973,0.0072
BJ_14_5,"(14, 5)",1279,0.7486,0.0071,0.1149,0.129,0.0004
BJ_7_3,"(7, 3)",640,0.1804,0.0101,0.2281,0.5788,0.0026
BJ_4_53,"(4, 53)",417,0.3808,0.002,0.0047,0.5674,0.0007,0.0444
BJ_46_26,"(46, 26)",4212,0.1281,0.0907,0.2136,0.5519,0.0089,0.0068
BJ_3_72,"(3, 72)",345,0.5442,0.0842,0.2282,0.0957,0.0009,0.0443,0.0025
BJ_3_66,"(3, 66)",339,0.0829,0.0002,0.0532,0.4031,0.4437,0.0112,0.0057
BJ_14_12,"(14, 12)",1286,0.7022,0.0607,0.0826,0.1544,0.0001
BJ_46_32,"(46, 32)",4218,0.2101,0.0683,0.2171,0.2225,0.0027,0.2596,0.0197
BJ_21_42,"(21, 42)",1953,0.2312,0.0006,0.4147,0.0002,0.3533
BJ_35_37,"(35, 37)",3222,0.3151,0.012,0.1135,0.5594
BJ_4_84,"(4, 84)",448,0.2076,0.005,0.0665,0.7031,0.0177,0.0001
BJ_28_66,"(28, 66)",2614,0.1439,0.1024,0.2122,0.5087,0.0328
BJ_28_72,"(28, 72)",2620,0.3794,0.051,0.2806,0.1676,0.0047,0.1165,0.0002
BJ_4_90,"(4, 90)",454,0.2617,0.0337,0.2544,0.3205,0.0105,0.1192
BJ_35_23,"(35, 23)",3208,0.459,0.0216,0.1924,0.3095,0.0003,0.0172
BJ_21_56,"(21, 56)",1967,0.1394,0.001,0.0006,0.8586,0.0004
BJ_26_77,"(26, 77)",2443,0.1547,0.0236,0.2217,0.5979,0.0021
BJ_32_16,"(32, 16)",2928,0.8897,0.0006,0.0071,0.1026
BJ_26_63,"(26, 63)",2429,0.4987,0.0058,0.315,0.1805
BJ_45_77,"(45, 77)",4172,0.3299,0.0241,0.1313,0.4913,0.0023,0.0001,0.021
BJ_17_57,"(17, 57)",1604,0.1284,0.008,0.0117,0.8504,0.0015
BJ_0_23,"(0, 23)",23,0.399,0.0673,0.5021,0.0057,0.0259
BJ_30_4,"(30, 4)",2734,0.5339,0.3686,0.0734,0.0126,0.0013,0.0102
BJ_31_90,"(31, 90)",2911,0.3527,0.0562,0.3206,0.2659,0.0031,0.0015
BJ_31_84,"(31, 84)",2905,0.0492,0.0003,0.0568,0.6583,0.2312,0.0042
BJ_9_13,"(9, 13)",832,0.536,0.0101,0.0307,0.4214,0.0018
BJ_17_43,"(17, 43)",1590,0.051,0.0023,0.946,0.0007
BJ_0_37,"(0, 37)",37,0.1058,0.0017,0.0591,0.8331,0.0003
BJ_5_1,"(5, 1)",456,0.7588,0.0469,0.1454,0.048,0.0009
BJ_45_63,"(45, 63)",4158,0.0459,0.0001,0.0393,0.1431,0.7564,0.0152
BJ_16_7,"(16, 7)",1463,0.1955,0.0061,0.0946,0.701,0.0027,0.0001
BJ_38_88,"(38, 88)",3546,0.2998,0.0001,0.0856,0.2591,0.3509,0.0045
BJ_19_46,"(19, 46)",1775,0.0616,0.9384
BJ_42_42,"(42, 42)",3864,0.0525,0.0481,0.0643,0.8313,0.0038
BJ_7_16,"(7, 16)",653,0.5077,0.005,0.0112,0.4755,0.0006
BJ_10_62,"(10, 62)",972,0.3578,0.0655,0.4342,0.0923,0.0083,0.0395,0.0024
BJ_10_76,"(10, 76)",986,0.2639,0.1305,0.3158,0.2701,0.0147,0.0047,0.0003
BJ_42_56,"(42, 56)",3878,0.0862,0.0334,0.3867,0.4636,0.0215,0.0086
BJ_19_52,"(19, 52)",1781,0.1226,0.0025,0.8749
BJ_38_77,"(38, 77)",3535,0.5721,0.0036,0.3534,0.0696,0.0013
BJ_18_8,"(18, 8)",1646,0.0866,0.0004,0.009,0.8969,0.0021,0.005
BJ_25_26,"(25, 26)",2301,0.1651,0.026,0.0385,0.7217,0.0487
BJ_31_53,"(31, 53)",2874,0.2369,0.0012,0.0559,0.1639,0.5381,0.004
BJ_10_89,"(10, 89)",999,0.29,0.0576,0.3102,0.1712,0.0123,0.1587
BJ_31_47,"(31, 47)",2868,0.4784,0.0447,0.0227,0.4541,0.0001
BJ_25_32,"(25, 32)",2307,0.0938,0.0009,0.0041,0.9005,0.0007
BJ_38_63,"(38, 63)",3521,0.0133,0.0081,0.0535,0.9205,0.0046
BJ_17_80,"(17, 80)",1627,0.3298,0.0002,0.0903,0.0576,0.3276,0.021,0.1735
BJ_45_88,"(45, 88)",4183,0.2766,0.0055,0.3988,0.3191
BJ_22_13,"(22, 13)",2015,0.6467,0.0068,0.0211,0.3247,0.0004,0.0003
BJ_19_85,"(19, 85)",1814,0.4083,0.0005,0.0553,0.1257,0.3047,0.0262,0.0793
BJ_36_66,"(36, 66)",3342,0.3604,0.0026,0.1894,0.4471,0.0005
BJ_42_81,"(42, 81)",3903,0.6496,0.0467,0.2466,0.0571
BJ_36_72,"(36, 72)",3348,0.0981,0.0001,0.0032,0.069,0.8296
BJ_19_90,"(19, 90)",1819,0.1619,0.0403,0.7726,0.0231,0.0016,0.0005
BJ_36_73,"(36, 73)",3349,0.1116,0.0003,0.0041,0.1678,0.6693,0.0469
