TIF,POI_0,POI_1,POI_2,POI_3,POI_4,POI_5,POI_6,POI_7,POI_8,POI_9,POI_10,POI_11,POI_12,POI_13
3720,0.0,0.0,0.20374086271995343,0.35654650975991853,0.0,0.0,0.10187043135997671,0.0,0.7130930195198371,0.0,0.0,0.0,0.050935215679988356,0.050935215679988356,29.0
2723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.0
3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,3.0
3060,0.03093733322040241,0.0,0.09281199966120722,0.18562399932241444,0.06187466644080482,0.21656133254281684,0.18562399932241444,0.03093733322040241,0.3403106654244265,0.03093733322040241,0.03093733322040241,0.12374933288160964,0.18562399932241444,0.24749866576321927,57.0
3590,0.0,0.060027193874940196,0.43219579589956947,0.300135969374701,0.01200543877498804,0.07203263264992825,0.15607070407484452,0.1800815816248206,0.060027193874940196,0.02401087754997608,0.288130530599713,0.1440652652998565,0.39617947957460536,0.15607070407484452,190.0
3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,1.0
1900,0.01393289319190159,0.02786578638380318,0.4597854753327525,0.19506050468662228,0.01393289319190159,0.041798679575704774,0.08359735915140955,0.1393289319190159,0.1253960387271143,0.0,0.02786578638380318,0.1532618251109175,0.7105775527869811,0.20899339787852386,158.0
33,0.014844639279097096,0.08906783567458257,0.22266958918645643,0.40080526053562154,0.0,0.014844639279097096,0.10391247495367967,0.19298031062826224,0.11875711423277677,0.014844639279097096,0.13360175351187387,0.5195623747683983,0.23751422846555353,0.10391247495367967,146.0
4034,0.0,0.0,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.1983328942100879,0.0,0.1983328942100879,0.13222192947339192,0.0,0.1983328942100879,0.13222192947339192,0.1983328942100879,20.0
2967,0.0,0.0,0.208278537031645,0.41655707406329,0.0,0.0,0.1041392685158225,0.0,0.0,0.208278537031645,0.1041392685158225,0.0,0.0,0.0,10.0
2952,0.0,0.06537334942728183,0.5556734701318956,0.392240096563691,0.0,0.09806002414092276,0.06537334942728183,0.06537334942728183,0.09806002414092276,0.0,0.0,0.0,0.26149339770912733,0.13074669885456366,53.0
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2198,0.0,0.0,0.0,0.20068666377598746,0.0,0.0,0.0,0.0,0.20068666377598746,0.0,0.0,0.0,0.20068666377598746,0.0,3.0
1839,0.008330694491839243,0.03332277796735697,0.5748179199369078,0.25825152924701655,0.02499208347551773,0.016661388983678485,0.19160597331230259,0.07497625042655319,0.18327527882046335,0.02499208347551773,0.04165347245919621,0.4581881970511584,0.38321194662460517,0.19993666780414185,297.0
2149,0.0410784613161016,0.0,0.2875492292127112,0.410784613161016,0.0410784613161016,0.0410784613161016,0.205392306580508,0.0410784613161016,0.0821569226322032,0.0410784613161016,0.12323538394830481,0.0410784613161016,0.0410784613161016,0.205392306580508,39.0
1173,0.0,0.0,0.30948359909490747,0.0,0.0,0.0,0.0618967198189815,0.0,0.30948359909490747,0.43327703873287043,0.0,0.0,0.123793439637963,0.123793439637963,22.0
918,0.0,0.15563025007672873,0.15563025007672873,0.15563025007672873,0.0,0.0,0.0,0.0,0.15563025007672873,0.0,0.15563025007672873,0.0,0.0,0.0,5.0
3051,0.0,0.025295150692870458,0.4363413494520154,0.20868499321618128,0.056914089058958534,0.050590301385740916,0.10118060277148183,0.11382817811791707,0.20236120554296366,0.031618938366088076,0.1391233288107875,0.6956166440539376,0.4236937741055802,0.13279954113756992,414.0
1166,0.06000918442224373,0.0,0.06000918442224373,1.0201561351781434,0.0,0.0,0.0,0.0,0.12001836884448747,0.0,0.0,0.0,0.12001836884448747,0.0,23.0
2533,0.46689075023018617,0.0,0.31126050015345746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3032,0.0,0.04939770657323989,0.39518165258591914,0.20376553961461452,0.012349426643309973,0.018524139964964957,0.1358436930764097,0.11114483978978974,0.09879541314647979,0.018524139964964957,0.006174713321654987,0.41988050587253906,0.9570805648565228,0.20376553961461452,426.0
3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3559,0.03467285723134732,0.0,0.3467285723134732,0.06934571446269464,0.06934571446269464,0.03467285723134732,0.0,0.0,0.13869142892538927,0.0,0.0,0.4854200012388625,0.4854200012388625,0.03467285723134732,49.0
195,0.0,0.0,0.23864556496181197,0.039774260826968666,0.019887130413484333,0.0,0.0,0.039774260826968666,0.656275303644983,0.039774260826968666,0.19887130413484333,0.536952521164077,0.21875843454832766,0.019887130413484333,101.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.0,0.02091011590743769,0.4516585036006541,0.09200450999272583,0.04182023181487538,0.10036855635570092,0.02509213908892523,0.029274162270412768,0.6147574076786682,0.008364046362975077,0.03763820863338784,0.6774877554009812,0.49766075859701703,0.23419329816330214,677.0
2178,0.0,0.0,0.13922535609475048,0.13922535609475048,0.04640845203158349,0.09281690406316698,0.04640845203158349,0.04640845203158349,0.23204226015791746,0.04640845203158349,0.09281690406316698,0.0,0.6497183284421688,0.0,33.0
2029,0.0,0.0,0.1164950007226698,0.17474250108400471,0.0582475003613349,0.0582475003613349,0.17474250108400471,0.0,0.5242275032520142,0.0,0.0582475003613349,0.1164950007226698,0.0582475003613349,0.0582475003613349,24.0
1284,0.8400651850397725,0.0,0.0,0.2520195555119317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08400651850397724,0.0,14.0
2879,0.0,0.0,0.1983328942100879,0.0,0.06611096473669596,0.1983328942100879,0.1983328942100879,0.0,0.3966657884201758,0.0,0.13222192947339192,0.0,0.13222192947339192,0.0,20.0
2435,0.23856062735983122,0.0,0.0,0.0,0.0,0.23856062735983122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1327,0.013407828834294878,0.07374305858862183,0.596648383126122,0.39553095061169885,0.07374305858862183,0.06703914417147439,0.07374305858862183,0.10726263067435902,0.1407822027600962,0.04022348650288463,0.03351957208573719,0.39553095061169885,0.31508397760592965,0.26145266226875014,386.0
4073,0.009993268491378729,0.059959610948272374,0.4397038136206641,0.14989902737068092,0.04996634245689365,0.029979805474136187,0.04996634245689365,0.07994614793102983,0.38973747116377044,0.2698182492672257,0.07994614793102983,0.4496970821120428,0.2798115177586044,0.039973073965514916,238.0
3462,0.34948500216800943,0.0,0.0,0.17474250108400471,0.0,0.17474250108400471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1608,0.04882384993246973,0.012205962483117432,0.1464715497974092,0.16478049352208535,0.04272086869091101,0.030514906207793582,0.2197073246961138,0.05492683117402845,0.5736802367065194,0.006102981241558716,0.09154471862338075,0.23191328717923124,0.5248563867740497,0.4882384993246973,432.0
1150,0.023856062735983122,0.0,0.3101288155677806,0.23856062735983122,0.07156818820794936,0.047712125471966245,0.2147045646238481,0.0,0.19084850188786498,0.023856062735983122,0.16699243915188183,0.26241669009581436,0.23856062735983122,0.11928031367991561,80.0
3783,0.5633986933428379,0.0,0.14084967333570947,0.0,0.0,0.0,0.0,0.0,0.14084967333570947,0.0,0.0,0.0,0.0,0.0,6.0
2574,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3169,0.1041392685158225,0.0,0.1041392685158225,0.0,0.0,0.0,0.208278537031645,0.1041392685158225,0.208278537031645,0.0,0.0,0.1041392685158225,0.0,0.208278537031645,10.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.12901285528456335,0.0,0.38703856585369006,0.0,0.12901285528456335,0.0,0.2580257105691267,0.0,7.0
266,0.0,0.0,0.1674804849501578,0.1674804849501578,0.5024414548504734,0.04187012123753945,0.0,0.04187012123753945,0.2930908486627761,0.0,0.0,0.04187012123753945,0.2930908486627761,0.04187012123753945,38.0
3696,0.0710418667196016,0.0,0.2841674668784064,0.4262512003176096,0.0,0.0,0.4262512003176096,0.0,0.0710418667196016,0.0,0.0,0.0,0.0,0.0,18.0
1480,0.022754977018974373,0.04550995403794875,0.29581470124666687,0.2503047472087181,0.04550995403794875,0.06826493105692312,0.17066232764230782,0.11377488509487187,0.3527021437941028,0.04550995403794875,0.022754977018974373,0.42096707485102586,0.3527021437941028,0.10239739658538467,203.0
3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
