File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
SH_17_37,"(17, 37)",1465,0.1291,0.0025,0.0064,0.7905,0.0135,0.058
SH_45_17,"(45, 17)",3797,0.3133,0.0485,0.0473,0.5489,0.0383,0.0037
SH_58_5,"(58, 5)",4877,0.2533,0.0219,0.0146,0.6693,0.0255,0.0154
SH_58_46,"(58, 46)",4918,1.0
SH_58_52,"(58, 52)",4924,0.0012,0.099,0.165,0.0273,0.6934,0.0141
SH_17_23,"(17, 23)",1451,0.1527,0.0331,0.112,0.5907,0.0542,0.0573
SH_51_76,"(51, 76)",4360,0.0072,0.0001,0.0003,0.0057,0.9867
SH_0_76,"(0, 76)",76,0.065,0.0465,0.5436,0.2811,0.0058,0.058
SH_32_62,"(32, 62)",2750,0.1307,0.0189,0.0124,0.8135,0.0245
SH_9_52,"(9, 52)",808,0.2593,0.0826,0.0338,0.5514,0.0074,0.0655
SH_26_17,"(26, 17)",2201,0.2777,0.025,0.1465,0.5269,0.0217,0.0022
SH_60_42,"(60, 42)",5082,0.2091,0.4834,0.0136,0.2939
SH_60_56,"(60, 56)",5096,0.0329,0.0039,0.0128,0.9382,0.0122
SH_9_46,"(9, 46)",802,0.4482,0.1061,0.1453,0.2683,0.0134,0.0187
SH_32_76,"(32, 76)",2764,0.1681,0.1356,0.255,0.3967,0.0383,0.0058,0.0005
SH_0_62,"(0, 62)",62,0.1197,0.1063,0.5505,0.1926,0.0236,0.0073
SH_35_57,"(35, 57)",2997,0.1663,0.0042,0.0047,0.8235,0.0013
SH_47_2,"(47, 2)",3950,0.0318,0.1005,0.546,0.195,0.1045,0.0208,0.0014
SH_21_22,"(21, 22)",1786,0.4094,0.024,0.045,0.5041,0.0124,0.0051
SH_5_2,"(5, 2)",422,0.0268,0.1675,0.463,0.1543,0.1798,0.0086
SH_7_43,"(7, 43)",631,0.1752,0.0038,0.003,0.8169,0.0011
SH_7_57,"(7, 57)",645,0.1207,0.0676,0.1049,0.6469,0.0599
SH_24_1,"(24, 1)",2017,0.0543,0.0366,0.043,0.7045,0.065,0.0966
SH_11_8,"(11, 8)",932,0.1384,0.0001,0.3714,0.2962,0.1182,0.025,0.0507
SH_28_12,"(28, 12)",2364,0.119,0.1362,0.412,0.3217,0.0076,0.0035
SH_21_36,"(21, 36)",1800,0.1714,0.0071,0.0071,0.7982,0.0127,0.0035
SH_61_1,"(61, 1)",5125,0.1505,0.0001,0.0859,0.0526,0.6532,0.0557,0.002
SH_48_80,"(48, 80)",4112,0.0823,0.4098,0.0147,0.0338,0.4594
SH_35_43,"(35, 43)",2983,0.1151,0.0173,0.0088,0.8412,0.0124,0.0052
SH_54_8,"(54, 8)",4544,0.0809,0.0309,0.5985,0.2365,0.0058,0.0474
SH_52_33,"(52, 33)",4401,0.0511,0.1009,0.0795,0.7081,0.058,0.0024
SH_14_66,"(14, 66)",1242,0.0989,0.1714,0.519,0.194,0.0041,0.0124,0.0002
SH_46_46,"(46, 46)",3910,0.0944,0.0001,0.0053,0.7973,0.0083,0.0946
SH_60_81,"(60, 81)",5121,0.6294,0.0445,0.0342,0.2717,0.0002,0.02
SH_46_52,"(46, 52)",3916,0.1521,0.0459,0.055,0.7379,0.0091
SH_14_72,"(14, 72)",1248,0.0783,0.1907,0.4016,0.3029,0.0015,0.0217,0.0033
SH_52_27,"(52, 27)",4395,0.068,0.0224,0.2863,0.577,0.0063,0.04
SH_48_57,"(48, 57)",4089,1.0
SH_7_80,"(7, 80)",668,0.0524,0.0273,0.0284,0.8384,0.0087,0.0448
SH_13_53,"(13, 53)",1145,0.0611,0.0677,0.5765,0.2816,0.0129,0.0002
SH_41_73,"(41, 73)",3517,1.0
SH_41_67,"(41, 67)",3511,0.0406,0.0054,0.0143,0.8427,0.0215,0.0755
SH_39_4,"(39, 4)",3280,0.2849,0.0428,0.1225,0.5365,0.0081,0.0052
SH_55_12,"(55, 12)",4632,0.0904,0.1124,0.3137,0.3477,0.0829,0.0529
SH_13_47,"(13, 47)",1139,0.0831,0.1093,0.1498,0.536,0.0598,0.062
SH_35_80,"(35, 80)",3020,1.0
SH_48_43,"(48, 43)",4075,0.1495,0.017,0.0127,0.7959,0.0249
SH_41_71,"(41, 71)",3515,1.0
SH_13_51,"(13, 51)",1143,0.0775,0.1767,0.1491,0.3798,0.181,0.0359
SH_7_82,"(7, 82)",670,0.3653,0.1325,0.2066,0.2234,0.0222,0.0497,0.0003
SH_14_58,"(14, 58)",1234,0.1174,0.0488,0.0828,0.7209,0.0189,0.0112
SH_46_78,"(46, 78)",3942,0.1951,0.1844,0.3419,0.1917,0.0823,0.0044,0.0002
SH_48_55,"(48, 55)",4087,0.0017,0.0039,0.0045,0.9899
SH_48_41,"(48, 41)",4073,0.2836,0.0153,0.0807,0.5737,0.0418,0.0049
SH_35_82,"(35, 82)",3022,1.0
SH_52_19,"(52, 19)",4387,0.0848,0.0311,0.0723,0.804,0.0078
SH_13_45,"(13, 45)",1137,0.088,0.0583,0.2865,0.5109,0.0183,0.038
SH_55_10,"(55, 10)",4630,0.1172,0.0461,0.0604,0.7038,0.067,0.0055
SH_39_6,"(39, 6)",3282,0.1357,0.0232,0.0461,0.7715,0.0225,0.001
SH_41_65,"(41, 65)",3509,0.0765,0.0603,0.0413,0.7189,0.103
SH_55_38,"(55, 38)",4658,0.1724,0.0001,0.7351,0.0153,0.0771
SH_60_83,"(60, 83)",5123,0.0635,0.1989,0.434,0.1341,0.0218,0.1462,0.0015
SH_46_44,"(46, 44)",3908,0.1042,0.0013,0.0163,0.8119,0.0255,0.0408
SH_48_69,"(48, 69)",4101,0.0339,0.0193,0.0035,0.2781,0.0682,0.597
SH_14_64,"(14, 64)",1240,0.0826,0.1243,0.1251,0.6184,0.0252,0.0239,0.0005
SH_52_31,"(52, 31)",4399,0.1811,0.2133,0.1233,0.4513,0.0308,0.0001,0.0001
SH_52_25,"(52, 25)",4393,0.0984,0.0629,0.4944,0.3385,0.0055,0.0003
SH_14_70,"(14, 70)",1246,0.1254,0.1108,0.2553,0.4579,0.0335,0.0144,0.0027
SH_46_50,"(46, 50)",3914,0.5368,0.0156,0.1282,0.288,0.0093,0.0221
SH_41_59,"(41, 59)",3503,0.2513,0.1223,0.036,0.5715,0.0142,0.0047
SH_13_79,"(13, 79)",1171,0.0898,0.1539,0.2291,0.5119,0.0064,0.0088,0.0001
SH_7_41,"(7, 41)",629,0.1551,0.0844,0.0668,0.6435,0.034,0.0162
SH_37_9,"(37, 9)",3117,0.021,0.0194,0.0199,0.8981,0.0416
SH_5_0,"(5, 0)",420,0.0373,0.1862,0.6385,0.0846,0.0077,0.0457
SH_26_29,"(26, 29)",2213,0.1086,0.0238,0.0236,0.7165,0.1227,0.0048
SH_21_20,"(21, 20)",1784,0.2948,0.0001,0.0296,0.0426,0.6278,0.0032,0.0019
SH_47_0,"(47, 0)",3948,0.0222,0.0711,0.7612,0.1158,0.0122,0.0164,0.0011
SH_0_48,"(0, 48)",48,0.0205,0.2441,0.4103,0.1563,0.1313,0.0375
